index,case_id,case_execution_time,case_execution_time_seconds,num_of_events
534,175365,30 days 19:19:24.033000000,2661564.033,17
535,175368,0 days 01:15:01.269000000,4501.269,5
536,175371,0 days 00:14:20.595000000,860.595,5
537,175374,17 days 01:05:10.894000000,1472710.894,23
538,175377,25 days 23:23:36.577000000,2244216.577,38
539,175380,30 days 18:21:18.077000000,2658078.077,13
540,175383,14 days 21:59:07.459000000,1288747.459,18
541,175386,30 days 18:13:54.619000000,2657634.619,20
542,175389,0 days 00:26:33.159000000,1593.159,6
543,175392,25 days 21:10:16.034000000,2236216.034,29
544,175395,7 days 04:38:23.835000000,621503.835,20
545,175398,0 days 00:08:09.447000000,489.447,4
546,175401,30 days 18:04:10.429000000,2657050.429,15
547,175404,0 days 00:00:55.978000000,55.978,3
548,175407,16 days 20:08:41.895000000,1454921.895,20
549,175410,20 days 23:03:05.482000000,1810985.482,27
550,175413,7 days 01:38:19.515000000,610699.515,12
551,175416,0 days 00:00:33.472000000,33.472,3
552,175419,21 days 23:05:43.568000000,1897543.568,19
553,175422,0 days 02:50:49.543000000,10249.543,4
554,175425,17 days 22:42:56.571000000,1550576.571,23
555,175428,26 days 00:49:10.135000000,2249350.135,24
556,175431,0 days 00:00:59.008000000,59.008,3
557,175434,9 days 21:43:34.208000000,855814.208,15
558,175437,17 days 15:30:35.484000000,1524635.484,28
559,175440,0 days 00:00:34.226000000,34.226,3
560,175443,0 days 00:00:33.107000000,33.107,3
561,175446,0 days 02:03:23.925000000,7403.925,4
562,175449,0 days 00:00:32.289000000,32.289,3
563,175452,0 days 01:55:41.527000000,6941.527,4
564,175455,17 days 19:24:18.642000000,1538658.642,18
565,175458,0 days 00:00:40.385000000,40.385,3
566,175461,0 days 00:00:36.411000000,36.411,3
567,175464,0 days 00:00:32.814000000,32.814,3
568,175467,0 days 00:00:40.260000000,40.26,3
569,175470,0 days 00:00:37.000000000,37.0,3
570,175473,0 days 17:40:24.392000000,63624.392,7
571,175476,30 days 14:45:41.399000000,2645141.399,9
572,175479,30 days 14:41:09.509000000,2644869.509,7
573,175482,0 days 00:00:38.776000000,38.776,3
574,175485,16 days 12:47:32.910000000,1428452.91,18
575,175488,0 days 14:33:04.256000000,52384.256,9
576,175491,16 days 13:23:24.747000000,1430604.747,24
577,175494,17 days 14:49:10.601000000,1522150.601,18
578,175497,23 days 16:07:32.901000000,2045252.901,27
579,175500,0 days 00:00:39.280000000,39.28,3
580,175519,0 days 12:55:55.476000000,46555.476,7
581,175522,0 days 11:22:28.438000000,40948.438,5
582,175525,31 days 01:32:30.022000000,2683950.022,18
583,175528,7 days 03:44:16.202000000,618256.202,13
584,175531,0 days 00:08:48.881000000,528.881,6
585,175534,30 days 23:30:01.930000000,2676601.93,25
586,175537,0 days 00:12:18.973000000,738.973,5
587,175540,0 days 00:00:42.846000000,42.846,3
588,175543,19 days 04:38:54.583000000,1658334.583,32
589,175546,19 days 01:51:07.399000000,1648267.399,19
590,175549,11 days 00:20:03.099000000,951603.099,25
591,175552,17 days 22:19:24.772000000,1549164.772,20
592,175555,30 days 21:30:26.853000000,2669426.853,12
593,175558,0 days 00:00:36.973000000,36.973,3
594,175561,0 days 00:00:35.190000000,35.19,3
595,175564,0 days 01:28:16.376000000,5296.376,6
596,175567,15 days 18:02:37.198000000,1360957.198,19
597,175570,0 days 00:15:46.596000000,946.596,4
598,175573,37 days 19:54:42.140000000,3268482.14,33
599,175576,0 days 00:09:06.784000000,546.784,5
600,175579,0 days 00:00:02.839000000,2.839,3
601,175582,19 days 17:32:25.294000000,1704745.294,21
602,175585,19 days 17:48:06.528000000,1705686.528,31
603,175588,0 days 00:59:01.161000000,3541.161,6
604,175591,20 days 19:33:49.862000000,1798429.862,21
605,175594,2 days 19:34:21.713000000,243261.713,8
606,175597,15 days 21:03:56.319000000,1371836.319,28
607,175600,31 days 17:25:36.652000000,2741136.652,18
608,175603,1 days 16:05:41.784000000,144341.784,4
609,175606,12 days 16:13:51.061000000,1095231.061,20
610,175609,0 days 00:00:35.874000000,35.874,3
611,175612,0 days 00:00:37.542000000,37.542,3
612,175615,32 days 02:33:05.110000000,2773985.11,18
613,175618,0 days 00:00:35.631000000,35.631,3
614,175621,0 days 00:00:02.184000000,2.184,3
615,175624,8 days 20:01:19.275000000,763279.275,17
616,175627,9 days 17:45:53.245000000,841553.245,22
617,175630,30 days 14:36:23.148000000,2644583.148,19
618,175633,0 days 00:00:38.416000000,38.416,3
619,175636,0 days 00:00:37.393000000,37.393,3
620,175639,0 days 00:00:37.288000000,37.288,3
621,175642,13 days 11:49:11.697000000,1165751.697,14
622,175645,0 days 00:00:31.181000000,31.181,3
623,175648,1 days 09:12:28.278000000,119548.278,4
624,175651,44 days 13:54:59.658000000,3851699.658,38
625,175654,1 days 08:11:32.346000000,115892.346,4
626,175657,15 days 08:51:51.405000000,1327911.405,24
627,175660,1 days 01:50:04.020000000,93004.02,4
628,175663,1 days 00:27:38.766000000,88058.766,4
629,175666,1 days 00:01:52.335000000,86512.335,5
630,175669,32 days 00:22:31.093000000,2766151.093,22
631,175672,4 days 01:26:32.635000000,350792.635,14
632,175675,30 days 23:39:42.850000000,2677182.85,19
633,175678,0 days 22:06:04.645000000,79564.645,4
634,175681,3 days 22:08:41.884000000,338921.884,13
635,175684,18 days 01:10:48.519000000,1559448.519,28
636,175687,9 days 22:59:29.498000000,860369.498,15
637,175690,8 days 06:12:35.148000000,713555.148,13
638,175693,8 days 07:39:40.413000000,718780.413,13
639,175696,0 days 21:08:39.828000000,76119.828,4
640,175699,9 days 05:27:16.219000000,797236.219,19
641,175702,9 days 23:26:51.056000000,862011.056,19
642,175705,0 days 20:54:05.682000000,75245.682,5
643,175708,0 days 00:00:33.347000000,33.347,3
644,175711,0 days 20:36:41.613000000,74201.613,6
645,175714,1 days 04:52:54.568000000,103974.568,10
646,175717,0 days 21:05:07.128000000,75907.128,5
647,175720,23 days 02:51:10.187000000,1997470.187,22
648,175723,0 days 00:00:39.606000000,39.606,3
649,175726,10 days 04:59:06.421000000,881946.421,24
650,175729,0 days 18:44:19.522000000,67459.522,4
651,175732,0 days 00:00:33.941000000,33.941,3
652,175735,22 days 02:01:31.830000000,1908091.83,46
653,175738,0 days 18:04:32.079000000,65072.079,4
654,175741,18 days 23:44:47.993000000,1640687.993,26
655,175744,30 days 18:37:24.007000000,2659044.007,23
656,175747,0 days 16:56:15.441000000,60975.441,4
657,175750,0 days 23:39:41.255000000,85181.255,9
658,175753,0 days 00:00:40.658000000,40.658,3
659,175756,12 days 17:05:59.685000000,1098359.685,22
660,175759,1 days 02:22:46.173000000,94966.173,11
661,175762,0 days 00:00:33.891000000,33.891,3
662,175765,0 days 22:48:48.247000000,82128.247,8
663,175768,0 days 18:45:41.644000000,67541.644,6
664,175771,0 days 21:40:00.538000000,78000.538,6
665,175774,8 days 00:32:07.030000000,693127.03,15
666,175777,0 days 00:00:38.898000000,38.898,3
667,175780,31 days 15:25:29.962000000,2733929.962,25
668,175783,0 days 00:00:29.963000000,29.963,3
669,175786,0 days 14:46:11.284000000,53171.284,4
670,175789,7 days 13:02:06.288000000,651726.288,14
671,175792,31 days 14:29:45.994000000,2730585.994,25
672,175795,0 days 00:00:30.341000000,30.341,3
673,175798,18 days 18:53:08.545000000,1623188.545,21
674,175801,18 days 19:43:55.602000000,1626235.602,25
675,175804,31 days 13:27:43.989000000,2726863.989,29
676,175807,11 days 22:32:30.661000000,1031550.661,23
677,175810,0 days 12:31:28.940000000,45088.94,4
678,175813,10 days 12:47:53.109000000,910073.109,16
679,175816,0 days 00:00:40.324000000,40.324,3
680,175819,0 days 17:26:05.596000000,62765.596,6
681,175822,10 days 10:19:13.068000000,901153.068,22
682,175825,8 days 12:05:07.639000000,734707.639,17
683,175828,0 days 00:00:40.174000000,40.174,3
684,175831,1 days 11:44:13.952000000,128653.952,7
685,175834,8 days 13:47:50.190000000,740870.19,19
686,175837,0 days 10:45:21.729000000,38721.729,5
687,175840,1 days 20:23:56.876000000,159836.876,14
688,175843,10 days 15:49:53.776000000,920993.776,18
689,175846,0 days 09:50:08.460000000,35408.46,4
690,175859,8 days 03:19:18.653000000,703158.653,19
691,175862,0 days 00:00:37.185000000,37.185,3
692,175865,0 days 01:25:47.758000000,5147.758,4
693,175868,0 days 00:00:38.087000000,38.087,3
694,175871,0 days 00:29:56.827000000,1796.827,6
695,175874,0 days 00:00:42.886000000,42.886,3
696,175877,0 days 00:10:21.974000000,621.974,4
697,175880,0 days 00:43:54.534000000,2634.534,4
698,175883,17 days 07:53:42.653000000,1497222.653,22
699,175886,0 days 00:21:49.552000000,1309.552,4
700,175889,0 days 00:37:41.618000000,2261.618,4
701,175892,30 days 02:24:10.969000000,2600650.969,40
702,175895,0 days 00:00:35.357000000,35.357,3
703,175898,0 days 03:19:02.506000000,11942.506,8
704,175901,0 days 00:10:03.693000000,603.693,4
705,175904,0 days 00:00:36.099000000,36.099,3
706,175907,17 days 21:46:05.849000000,1547165.849,17
707,175910,29 days 09:51:43.924000000,2541103.924,21
708,175913,11 days 01:34:46.648000000,956086.648,16
709,175916,0 days 00:19:59.760000000,1199.76,4
710,175919,0 days 00:00:36.388000000,36.388,3
711,175922,0 days 05:50:41.766000000,21041.766,10
712,175925,0 days 00:00:37.164000000,37.164,3
713,175928,0 days 02:10:50.369000000,7850.369,6
714,175931,0 days 00:49:44.284000000,2984.284,4
715,175934,0 days 00:14:01.129000000,841.129,4
716,175937,7 days 06:04:43.416000000,626683.416,13
717,175940,0 days 00:01:23.426000000,83.426,3
718,175943,0 days 00:00:40.702000000,40.702,3
719,175946,0 days 01:08:08.093000000,4088.093,6
720,175949,0 days 00:00:46.919000000,46.919,3
721,175952,0 days 01:23:27.675000000,5007.675,6
722,175955,0 days 00:00:53.860000000,53.86,3
723,175958,8 days 20:05:53.278000000,763553.278,13
724,175961,0 days 00:00:56.616000000,56.616,3
725,175964,0 days 00:00:51.141000000,51.141,3
726,175967,0 days 00:00:52.322000000,52.322,3
727,175970,30 days 18:39:02.916000000,2659142.916,19
728,175973,14 days 00:01:35.765000000,1209695.765,19
729,175976,7 days 04:26:09.169000000,620769.169,12
730,175979,0 days 00:33:30.749000000,2010.749,6
731,175982,0 days 00:27:09.150000000,1629.15,4
732,175985,0 days 00:00:49.331000000,49.331,3
733,175988,0 days 03:27:34.151000000,12454.151,5
734,175991,16 days 18:37:26.937000000,1449446.937,16
735,175994,27 days 21:19:03.366000000,2409543.366,32
736,175997,20 days 17:01:49.495000000,1789309.495,24
737,176000,17 days 20:01:00.136000000,1540860.136,18
738,176003,0 days 00:00:03.920000000,3.92,3
739,176006,30 days 16:04:05.641000000,2649845.641,14
740,176009,0 days 01:14:05.382000000,4445.382,4
741,176012,30 days 15:58:40.040000000,2649520.04,30
742,176015,7 days 18:08:14.136000000,670094.136,14
743,176018,0 days 00:06:04.802000000,364.802,5
744,176021,7 days 19:24:27.435000000,674667.435,18
745,176024,0 days 00:00:34.869000000,34.869,3
746,176027,0 days 00:35:40.808000000,2140.808,4
747,176030,28 days 22:05:37.974000000,2498737.974,16
748,176033,9 days 17:42:55.713000000,841375.713,16
749,176036,0 days 00:00:38.078000000,38.078,3
750,176039,7 days 18:42:41.224000000,672161.224,21
751,176042,0 days 00:00:40.207000000,40.207,3
752,176045,7 days 16:40:46.215000000,664846.215,13
753,176048,10 days 21:58:34.048000000,943114.048,22
754,176051,8 days 12:39:05.934000000,736745.934,18
755,176054,0 days 00:33:21.766000000,2001.766,4
756,176057,7 days 19:19:52.098000000,674392.098,10
757,176060,15 days 22:38:46.629000000,1377526.629,16
758,176063,9 days 16:01:53.020000000,835313.02,16
759,176066,0 days 15:11:35.255000000,54695.255,7
760,176069,14 days 15:30:36.170000000,1265436.17,19
761,176072,10 days 19:03:25.730000000,932605.73,20
762,176075,0 days 11:10:57.962000000,40257.962,4
763,176078,17 days 15:19:29.521000000,1523969.521,11
764,176081,31 days 12:17:04.985000000,2722624.985,25
765,176084,3 days 15:29:41.636000000,314981.636,14
766,176087,13 days 12:42:55.374000000,1168975.374,28
767,176090,17 days 17:44:34.490000000,1532674.49,30
768,176093,28 days 11:27:32.571000000,2460452.571,34
769,176096,0 days 17:40:03.117000000,63603.117,11
770,176099,0 days 09:17:05.326000000,33425.326,4
771,176102,0 days 09:50:23.157000000,35423.157,7
772,176105,31 days 05:44:06.444000000,2699046.444,30
773,176119,13 days 04:55:00.369000000,1140900.369,26
774,176122,1 days 06:57:24.069000000,111444.069,11
775,176125,0 days 00:00:44.602000000,44.602,3
776,176128,7 days 06:37:00.784000000,628620.784,14
777,176131,17 days 00:47:17.424000000,1471637.424,22
778,176134,14 days 23:39:58.114000000,1294798.114,37
779,176137,7 days 06:47:02.923000000,629222.923,16
780,176140,0 days 00:27:57.746000000,1677.746,4
781,176143,0 days 00:19:09.824000000,1149.824,4
782,176146,30 days 23:51:47.509000000,2677907.509,34
783,176149,0 days 01:56:41.323000000,7001.323,8
784,176152,13 days 04:52:14.253000000,1140734.253,17
785,176155,0 days 00:23:39.179000000,1419.179,4
786,176158,17 days 08:56:53.738000000,1501013.738,18
787,176161,0 days 00:01:04.449000000,64.449,3
788,176164,0 days 00:12:48.297000000,768.297,4
789,176167,10 days 01:23:21.273000000,869001.273,21
790,176170,0 days 01:12:26.514000000,4346.514,7
791,176173,0 days 00:00:44.335000000,44.335,3
792,176176,38 days 02:02:21.978000000,3290541.978,32
793,176179,30 days 20:41:18.003000000,2666478.003,22
794,176182,51 days 05:09:03.857000000,4424943.857,35
795,176185,12 days 22:19:41.245000000,1117181.245,15
796,176188,30 days 19:55:00.202000000,2663700.202,21
797,176191,30 days 19:48:14.693000000,2663294.693,14
798,176194,0 days 05:37:16.518000000,20236.518,6
799,176197,0 days 00:00:52.594000000,52.594,3
800,176200,0 days 00:00:38.028000000,38.028,3
801,176203,2 days 00:48:44.907000000,175724.907,21
802,176206,2 days 04:07:12.667000000,187632.667,11
803,176209,0 days 00:21:58.906000000,1318.906,4
804,176212,0 days 00:13:29.180000000,809.18,4
805,176215,0 days 00:14:06.233000000,846.233,4
806,176218,37 days 18:07:49.577000000,3262069.577,45
807,176221,0 days 00:00:38.448000000,38.448,3
808,176224,16 days 03:56:50.192000000,1396610.192,16
809,176227,14 days 00:54:38.479000000,1212878.479,15
810,176230,0 days 00:21:09.846000000,1269.846,6
811,176233,0 days 00:00:58.181000000,58.181,3
812,176236,0 days 00:13:39.601000000,819.601,5
813,176239,8 days 18:09:32.487000000,756572.487,27
814,176242,0 days 00:00:54.415000000,54.415,3
815,176245,0 days 00:10:04.896000000,604.896,4
816,176248,0 days 00:00:37.018000000,37.018,3
817,176251,0 days 00:00:35.959000000,35.959,3
818,176254,0 days 00:00:35.714000000,35.714,3
819,176257,0 days 00:00:46.210000000,46.21,3
820,176260,0 days 00:00:32.716000000,32.716,3
821,176263,0 days 00:26:08.573000000,1568.573,6
822,176266,12 days 15:33:44.271000000,1092824.271,17
823,176269,16 days 18:21:56.628000000,1448516.628,25
824,176272,0 days 00:07:06.385000000,426.385,4
825,176275,26 days 14:52:10.006000000,2299930.006,40
826,176278,8 days 23:27:27.963000000,775647.963,17
827,176281,30 days 14:26:35.896000000,2643995.896,27
828,176284,30 days 15:06:42.097000000,2646402.097,30
829,176287,13 days 13:07:11.276000000,1170431.276,33
830,176290,34 days 14:12:36.303000000,2988756.303,44
831,176293,0 days 00:17:14.813000000,1034.813,4
832,176296,0 days 00:00:36.946000000,36.946,3
833,176299,0 days 23:05:00.874000000,83100.874,6
834,176302,1 days 19:55:14.247000000,158114.247,11
835,176305,33 days 13:01:58.769000000,2898118.769,28
836,176308,0 days 19:04:15.406000000,68655.406,10
837,176311,0 days 00:00:37.741000000,37.741,3
838,176314,1 days 12:00:57.331000000,129657.331,10
839,176317,1 days 18:27:08.896000000,152828.896,8
840,176320,0 days 17:16:23.954000000,62183.954,9
841,176323,20 days 21:43:38.863000000,1806218.863,18
842,176326,23 days 16:00:30.026000000,2044830.026,32
843,176329,0 days 10:29:44.095000000,37784.095,4
844,176332,31 days 11:17:35.902000000,2719055.902,22
845,176339,0 days 09:20:26.773000000,33626.773,4
846,176342,30 days 07:58:48.736000000,2620728.736,16
847,176345,24 days 13:09:28.632000000,2120968.632,31
848,176359,0 days 02:45:10.130000000,9910.13,5
849,176362,0 days 00:00:39.348000000,39.348,3
850,176365,0 days 00:00:34.931000000,34.931,3
851,176368,13 days 23:34:02.080000000,1208042.08,28
852,176371,9 days 03:56:38.630000000,791798.63,17
853,176374,30 days 07:36:27.331000000,2619387.331,30
854,176377,0 days 00:01:01.350000000,61.35,3
855,176380,79 days 02:01:46.831000000,6832906.831,58
856,176383,15 days 00:17:37.480000000,1297057.48,27
857,176386,16 days 01:55:23.431000000,1389323.431,25
858,176389,12 days 05:21:36.437000000,1056096.437,19
859,176392,0 days 00:14:56.478000000,896.478,17
860,176395,13 days 03:31:53.313000000,1135913.313,18
861,176398,0 days 01:33:14.418000000,5594.418,8
862,176401,0 days 00:00:39.281000000,39.281,3
863,176404,14 days 03:33:29.668000000,1222409.668,23
864,176407,0 days 00:00:36.100000000,36.1,3
865,176410,0 days 00:01:17.481000000,77.481,4
866,176413,16 days 01:44:34.807000000,1388674.807,19
867,176416,0 days 00:06:20.739000000,380.739,4
868,176419,19 days 00:13:13.725000000,1642393.725,19
869,176422,0 days 00:00:34.454000000,34.454,3
870,176425,0 days 00:00:49.563000000,49.563,3
871,176428,6 days 06:26:09.731000000,541569.731,14
872,176431,0 days 00:11:41.717000000,701.717,5
873,176434,0 days 00:04:57.995000000,297.995,4
874,176437,15 days 01:29:50.678000000,1301390.678,20
875,176440,0 days 02:07:16.433000000,7636.433,6
876,176443,0 days 00:00:35.951000000,35.951,3
877,176446,44 days 00:55:49.884000000,3804949.884,70
878,176449,0 days 00:09:32.213000000,572.213,4
879,176452,0 days 00:24:20.283000000,1460.283,5
880,176455,0 days 00:00:33.352000000,33.352,3
881,176458,15 days 02:37:20.213000000,1305440.213,23
882,176461,1 days 01:42:19.637000000,92539.637,8
883,176464,0 days 00:00:58.830000000,58.83,3
884,176467,11 days 20:27:36.899000000,1024056.899,27
885,176470,30 days 20:01:26.527000000,2664086.527,8
886,176473,0 days 00:32:33.290000000,1953.29,4
887,176476,30 days 19:53:27.131000000,2663607.131,28
888,176479,0 days 00:17:55.117000000,1075.117,4
889,176482,0 days 00:15:54.631000000,954.631,4
890,176485,0 days 00:00:43.686000000,43.686,3
891,176488,11 days 20:24:47.578000000,1023887.578,30
892,176491,11 days 23:30:37.056000000,1035037.056,20
893,176494,0 days 00:00:41.602000000,41.602,3
894,176497,0 days 00:00:57.147000000,57.147,3
895,176500,9 days 23:56:38.255000000,863798.255,19
896,176503,0 days 00:33:28.753000000,2008.753,4
897,176506,0 days 01:18:14.396000000,4694.396,6
898,176509,0 days 00:00:39.345000000,39.345,3
899,176512,0 days 00:00:55.842000000,55.842,3
900,176515,18 days 15:36:48.906000000,1611408.906,39
901,176518,0 days 00:00:38.667000000,38.667,3
902,176521,20 days 02:01:10.554000000,1735270.554,21
903,176524,0 days 01:29:17.687000000,5357.687,5
904,176527,32 days 16:17:09.137000000,2823429.137,19
905,176530,0 days 01:28:32.152000000,5312.152,4
906,176533,29 days 21:26:23.246000000,2582783.246,35
